# lemma(1sg.pres)	V;1;SG;IND;PRS	V;2;SG;IND;PRS	V;3;SG;IND;PRS	V;1;PL;IND;PRS	V;2;PL;IND;PRS	V;3;PL;IND;PRS	V;1;SG;IND;IPFV	V;2;SG;IND;IPFV	V;3;SG;IND;IPFV	V;1;PL;IND;IPFV	V;2;PL;IND;IPFV	V;3;PL;IND;IPFV	V;1;SG;IND;PST	V;2;SG;IND;PST	V;3;SG;IND;PST	V;1;PL;IND;PST	V;2;PL;IND;PST	V;3;PL;IND;PST	V;1;SG;ADM;PRS	V;2;SG;ADM;PRS	V;3;SG;ADM;PRS	V;1;PL;ADM;PRS	V;2;PL;ADM;PRS	V;3;PL;ADM;PRS	V;1;SG;ADM;IPFV	V;2;SG;ADM;IPFV	V;3;SG;ADM;IPFV	V;1;PL;ADM;IPFV	V;2;PL;ADM;IPFV	V;3;PL;ADM;IPFV	V;2;SG;IMP	V;2;PL;IMP	V;V.PTCP  ("-" = productive -oj default)
pjerdh	pjerdh	pjerdh	pjerdh	pjerdhim	pirdhni	pjerdhin	pirdhja	pirdhje	pirdhte	pirdhnim	pirdhnit	pirdhnin	pordha	pordhe	pordhi	pordhëm	pordhët	pordhën	pjerdhkam	pjerdhke	pjerdhka	pjerdhkemi	pjerdhkeni	pjerdhkan	pjerdhkësha	pjerdhkëshe	pjerdhkësh	pjerdhkëshim	pjerdhkëshit	pjerdhkëshin	pirdh	pirdhni	pjerdhur
plakem	plakem	plakesh	plaket	plakemi	plakeni	plaken	plakesha	plakeshe	-	plakeshim	plakeshit	plakeshin	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	plakur
plas	plas	plas	plas	plasim	plasni	plasin	plasja	plasje	plaste	plasnim	plasnit	plasnin	plasa	plase	plasi	plasëm	plasët	plasën	plaskam	plaske	plaska	plaskemi	plaskeni	plaskan	plaskësha	plaskëshe	plaskësh	plaskëshim	plaskëshit	plaskëshin	plas	plasni	plasur
plaçkit	plaçkit	plaçk	plaçk	plaçkitim	plaçkitni	plaçkitin	plaçkitja	plaçkitje	plaçkte	plaçkitnim	plaçkitnit	plaçkitnin	plaçka	plaçke	plaçki	plaçkëm	plaçkët	plaçkën	plaçkkam	plaçkke	plaçkka	plaçkkemi	plaçkkeni	plaçkkan	plaçkkësha	plaçkkëshe	plaçkkësh	plaçkkëshim	plaçkkëshit	plaçkkëshin	plaçk	plaçkni	plaçkitur
pllakos	pllakos	pllakos	pllakos	pllakosim	pllakosni	pllakosin	pllakosja	pllakosje	pllakoste	pllakosnim	pllakosnit	pllakosnin	pllakosa	pllakose	pllakosi	pllakosëm	pllakosët	pllakosën	pllakoskam	pllakoske	pllakoska	pllakoskemi	pllakoskeni	pllakoskan	pllakoskësha	pllakoskëshe	pllakoskësh	pllakoskëshim	pllakoskëshit	pllakoskëshin	pllakos	pllakosni	pllakosur
pocaqis	pocaqis	pocaqis	pocaqis	pocaqisim	pocaqisni	pocaqisin	pocaqisja	pocaqisje	pocaqiste	pocaqisnim	pocaqisnit	pocaqisnin	pocaqisa	pocaqise	pocaqisi	pocaqisëm	pocaqisët	pocaqisën	pocaqiskam	pocaqiske	pocaqiska	pocaqiskemi	pocaqiskeni	pocaqiskan	pocaqiskësha	pocaqiskëshe	pocaqiskësh	pocaqiskëshim	pocaqiskëshit	pocaqiskëshin	pocaqis	pocaqisni	pocaqisur
porosit	porosit	porosit	porosit	porositim	porositni	porositin	porositja	porositje	porositte	porositnim	porositnit	porositnin	porosita	porosite	porositi	porositëm	porositët	porositën	porositkam	porositke	porositka	porositkemi	porositkeni	porositkan	porositkësha	porositkëshe	porositkësh	porositkëshim	porositkëshit	porositkëshin	porosit	porositni	porositur
prek	prek	prek	prek	prekim	prekni	prekin	prekja	prekje	prekte	preknim	preknit	preknin	preka	preke	preki	prekëm	prekët	prekën	prekkam	prekke	prekka	prekkemi	prekkeni	prekkan	prekkësha	prekkëshe	prekkësh	prekkëshim	prekkëshit	prekkëshin	prek	prekni	prekur
pres	pres	pret	pret	presim	prisni	presin	prisja	prisje	priste	prisnim	prisnit	prisnin	preva	preve	preu	premë	pretë	prentë	prekam	preke	preka	prekemi	prekeni	prekan	prekësha	prekëshe	prekej	prekëshim	prekëshit	prekëshin	prit	pritni	prerë
prish	prish	prish	prish	prishim	prishni	prishin	prishja	prishje	prishte	prishnim	prishnit	prishnin	prisha	prishe	prishi	prishëm	prishët	prishën	prishkam	prishke	prishka	prishkemi	prishkeni	prishkan	prishkësha	prishkëshe	prishkësh	prishkëshim	prishkëshit	prishkëshin	prish	prishni	prishur
proshmoj	proshëmoj	proshëmon	proshëmon	proshëmojmë	proshëmoni	proshëmojnë	proshëmoja	proshëmoje	proshëmonte	proshëmonim	proshëmonit	proshëmonin	proshëmova	proshëmove	proshëmoi	proshëmuam	proshëmuat	proshëmuan	proshëmuakam	proshëmuake	proshëmuaka	proshëmuakemi	proshëmuakeni	proshëmuakan	proshëmuakësha	proshëmuakëshe	proshëmuakësh	proshëmuakëshim	proshëmuakëshit	proshëmuakëshin	proshëmo	proshëmoni	-
prridh	prridh	prridh	prridh	prridhim	prridhni	prridhin	prridhja	prridhje	prridhte	prridhnim	prridhnit	prridhnin	prridha	prridhe	prridhi	prridhëm	prridhët	prridhën	prridhkam	prridhke	prridhka	prridhkemi	prridhkeni	prridhkan	prridhkësha	prridhkëshe	prridhkësh	prridhkëshim	prridhkëshit	prridhkëshin	prridh	prridhni	prridhur
pshurr	pshurr	pshurr	pshurr	pshurrim	pshurrni	pshurrin	pshurrja	pshurrje	pshurrte	pshurrnim	pshurrnit	pshurrnin	pshurra	pshurre	pshurri	pshurrëm	pshurrët	pshurrën	pshurrkam	pshurrke	pshurrka	pshurrkemi	pshurrkeni	pshurrkan	pshurrkësha	pshurrkëshe	pshurrkësh	pshurrkëshim	pshurrkëshit	pshurrkëshin	pshurr	pshurrni	pshurrur
punësohem	punësohem	punësohesh	punësohet	punësohemi	punësoheni	punësohen	punësohesha	punësoheshe	punësohej	punësoheshim	punësoheshit	punësoheshin	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	punësohu	punësohuni	punësuar
puq	puq	puq	puq	puqim	puqni	puqin	puqja	puqje	puqte	puqnim	puqnit	puqnin	puqa	puqe	puqi	puqëm	puqët	puqën	puqkam	puqke	puqka	puqkemi	puqkeni	puqkan	puqkësha	puqkëshe	puqkësh	puqkëshim	puqkëshit	puqkëshin	puq	puqni	puqur
puth	puth	puth	puth	puthim	puthni	puthin	puthja	puthje	puthte	puthnim	puthnit	puthnin	putha	puthe	puthi	puthëm	puthët	puthën	puthkam	puthke	puthka	puthkemi	puthkeni	puthkan	puthkësha	puthkëshe	puthkësh	puthkëshim	puthkëshit	puthkëshin	puth	puthni	puthur
pëlcas	pëlcas	pëlcet	pëlcet	pëlcasim	pëlcitni	pëlcasin	pëlcitja	pëlcitje	pëlciste	pëlcitnim	pëlcitnit	pëlcitnin	pëlcita	pëlcite	pëlciti	pëlcitëm	pëlcitët	pëlcitën	pëlcitkam	pëlcitke	pëlcitka	pëlcitkemi	pëlcitkeni	pëlcitkan	pëlcitkësha	pëlcitkëshe	pëlcitkësh	pëlcitkëshim	pëlcitkëshit	pëlcitkëshin	pëlcit	pëlcitni	pëlcitur
pëlqej	pëlqej	pëlqen	pëlqen	pëlqejmë	pëlqeni	pëlqejnë	pëlqeja	pëlqeje	pëlqente	pëlqenim	pëlqenit	pëlqenin	pëlqeva	pëlqeve	pëlqeu	pëlqyem	pëlqyet	pëlqyen	pëlqyekam	pëlqyeke	pëlqyeka	pëlqyekemi	pëlqyekeni	pëlqyekan	pëlqyekësha	pëlqyekëshe	pëlqyekësh	pëlqyekëshim	pëlqyekëshit	pëlqyekëshin	pëlqe	pëlqeni	pëlqyer
përafrohem	përafrohem	përafrohesh	përafrohet	përafrohemi	përafroheni	përafrohen	përafrohesha	përafroheshe	përafrohej	përafroheshim	përafroheshit	përafroheshin	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	përafrohu	përafrohuni	përafruar
përball	përball	përball	përball	përballim	përballni	përballin	përballja	përballje	përballte	përballnim	përballnit	përballnin	përballa	përballe	përballi	përballëm	përballët	përballën	përballkam	përballke	përballka	përballkemi	përballkeni	përballkan	përballkësha	përballkëshe	përballkësh	përballkëshim	përballkëshit	përballkëshin	përball	përballni	përballur
përbuz	përbuz	përbuz	përbuz	përbuzim	përbuzni	përbuzin	përbuzja	përbuzje	përbuzte	përbuznim	përbuznit	përbuznin	përbuza	përbuze	përbuzi	përbuzëm	përbuzët	përbuzën	përbuzkam	përbuzke	përbuzka	përbuzkemi	përbuzkeni	përbuzkan	përbuzkësha	përbuzkëshe	përbuzkësh	përbuzkëshim	përbuzkëshit	përbuzkëshin	përbuz	përbuzni	përbuzur
përbyk	përbyk	përbyk	përbyk	përbykim	përbykni	përbykin	përbykja	përbykje	përbykte	përbyknim	përbyknit	përbyknin	përbyka	përbyke	përbyku	përbykëm	përbykët	përbykën	përbykkam	përbykke	përbykka	përbykkemi	përbykkeni	përbykkan	përbykkësha	përbykkëshe	përbykkësh	përbykkëshim	përbykkëshit	përbykkëshin	përbyk	përbykni	përbykur
përcjell	përcjell	përcjell	përcjell	përcjellim	përcillni	përcjellin	përcillja	përcillje	përcillte	përcillnim	përcillnit	përcillnin	përcolla	përcolle	përcolli	përcollëm	përcollët	përcollën	përcjellkam	përcjellke	përcjellka	përcjellkemi	përcjellkeni	përcjellkan	përcjellkësha	përcjellkëshe	përcjellkësh	përcjellkëshim	përcjellkëshit	përcjellkëshin	përcill	përcillni	përcjellë
përdhos	përdhos	përdhos	përdhos	përdhosim	përdhosni	përdhosin	përdhosja	përdhosje	përdhoste	përdhosnim	përdhosnit	përdhosnin	përdhosa	përdhose	përdhosi	përdhosëm	përdhosët	përdhosën	përdhoskam	përdhoske	përdhoska	përdhoskemi	përdhoskeni	përdhoskan	përdhoskësha	përdhoskëshe	-	përdhoskëshim	përdhoskëshit	përdhoskëshin	përdhos	përdhosni	përdhosur
përdor	përdor	përdor	përdor	përdorim	përdorni	përdorin	përdorja	përdorje	përdorte	përdornim	përdornit	përdornin	përdora	përdore	përdori	përdorëm	përdorët	përdorën	përdorkam	përdorke	përdorka	përdorkemi	përdorkeni	përdorkan	përdorkësha	përdorkëshe	përdorkësh	përdorkëshim	përdorkëshit	përdorkëshin	përdor	përdorni	përdorur
përfill	përfill	përfill	përfill	përfillim	përfillni	përfillin	përfillja	përfillje	përfillte	përfillnim	përfillnit	përfillnin	përfilla	përfille	përfilli	përfillëm	përfillët	përfillën	përfillkam	përfillke	përfillka	përfillkemi	përfillkeni	përfillkan	përfillkësha	përfillkëshe	përfillkësh	përfillkëshim	përfillkëshit	përfillkëshin	përfill	përfillni	përfillur
përflak	përflak	përflak	përflak	përflakim	përflakni	përflakin	përflakja	përflakje	përflakte	përflaknim	përflaknit	përflaknin	përflaka	përflake	përflaku	përflakëm	përflakët	përflakën	përflakkam	përflakke	përflakka	përflakkemi	përflakkeni	përflakkan	përflakkësha	përflakkëshe	përflakkësh	përflakkëshim	përflakkëshit	përflakkëshin	përflak	përflakni	përflakur
përfshij	përfshij	përfshin	përfshin	përfshijmë	përfshini	përfshijnë	përfshija	përfshije	përfshinte	përfshinim	përfshinit	përfshinin	përfshiva	përfshive	përfshiu	përfshimë	përfshitë	përfshinë	përfshikam	përfshike	përfshika	përfshikemi	përfshikeni	përfshikan	përfshikësha	përfshikëshe	përfshikësh	përfshikëshim	përfshikëshit	përfshikëshin	përfshi	përfshini	përfshirë
përfundoj	-	përfundoj	përfundoj	përfundojim	përfundojni	përfundojin	përfundojja	përfundojje	përfundojte	përfundojnim	përfundojnit	përfundojnin	përfundoja	përfundoje	përfundoji	përfundojëm	përfundojët	përfundojën	përfundojkam	përfundojke	përfundojka	përfundojkemi	përfundojkeni	përfundojkan	përfundojkësha	përfundojkëshe	përfundojkësh	përfundojkëshim	përfundojkëshit	përfundojkëshin	përfundoj	përfundojni	përfundojur
përhap	përhap	përhap	përhap	përhapim	përhapni	përhapin	përhapja	përhapje	përhapte	përhapnim	përhapnit	përhapnin	përhapa	përhape	përhapi	përhapëm	përhapët	përhapën	përhapkam	përhapke	përhapka	përhapkemi	përhapkeni	përhapkan	përhapkësha	përhapkëshe	përhapkësh	përhapkëshim	përhapkëshit	përhapkëshin	përhap	përhapni	përhapur
përkap	përkap	përkap	përkap	përkapim	përkapni	përkapin	përkapja	përkapje	përkapte	përkapnim	përkapnit	përkapnin	përkapa	përkape	përkapi	përkapëm	përkapët	përkapën	përkapkam	përkapke	përkapka	përkapkemi	përkapkeni	përkapkan	përkapkësha	përkapkëshe	përkapkësh	përkapkëshim	përkapkëshit	përkapkëshin	përkap	përkapni	përkapur
përkas	përkas	përket	përket	përkasim	përkitni	përkasin	përkitja	përkitje	përkiste	përkitnim	përkitnit	përkitnin	përkita	përkite	përkiti	përkitëm	përkitët	përkitën	përkitkam	përkitke	përkitka	përkitkemi	përkitkeni	përkitkan	përkitkësha	përkitkëshe	përkitkësh	përkitkëshim	përkitkëshit	përkitkëshin	përkit	përkitni	përkitur
përkeq	përkeq	përkeq	përkeq	përkeqim	përkeqni	përkeqin	përkeqja	përkeqje	përkeqte	përkeqnim	përkeqnit	përkeqnin	përkeqa	përkeqe	përkeqi	përkeqëm	përkeqët	përkeqën	përkeqkam	përkeqke	përkeqka	përkeqkemi	përkeqkeni	përkeqkan	përkeqkësha	përkeqkëshe	përkeqkësh	përkeqkëshim	përkeqkëshit	përkeqkëshin	përkeq	përkeqni	përkequr
përkrah	përkrah	përkrah	përkrah	përkrahim	përkrahni	përkrahin	përkrahja	përkrahje	përkrahte	përkrahnim	përkrahnit	përkrahnin	përkraha	përkrahe	përkrahi	përkrahëm	përkrahët	përkrahën	përkrahkam	përkrahke	përkrahka	përkrahkemi	përkrahkeni	përkrahkan	përkrahkësha	përkrahkëshe	përkrahkësh	përkrahkëshim	përkrahkëshit	përkrahkëshin	përkrah	përkrahni	përkrahur
përkryej	përkryej	përkryen	përkryen	përkryejmë	përkryeni	përkryejnë	përkryeja	përkryeje	përkryente	përkryenim	përkryenit	përkryenin	përkreva	përkreve	përkreu	përkryem	përkryet	përkryen	përkryekam	përkryeke	përkryeka	përkryekemi	përkryekeni	përkryekan	përkryekësha	përkryekëshe	përkryekësh	përkryekëshim	përkryekëshit	përkryekëshin	përkrye	përkryeni	përkryer
përkthej	përkthej	përkthen	përkthen	përkthejmë	përktheni	përkthejnë	përktheja	përktheje	përkthente	përkthenim	përkthenit	përkthenin	përktheva	përktheve	përktheu	përkthyem	përkthyet	përkthyen	përkthyekam	përkthyeke	përkthyeka	përkthyekemi	përkthyekeni	përkthyekan	përkthyekësha	përkthyekëshe	përkthyekësh	përkthyekëshim	përkthyekëshit	përkthyekëshin	përkthe	përktheni	përkthyer
përkul	përkul	përkul	përkul	përkulemi	përkuleni	përkulen	përkulesha	përkuleshe	përkulte	përkuleshim	përkuleshit	përkuleshin	përkula	përkule	përkuli	përkulëm	përkulët	përkulën	përkulkam	përkulke	përkulka	përkulkemi	përkulkeni	përkulkan	përkulkësha	përkulkëshe	përkulkësh	përkulkëshim	përkulkëshit	përkulkëshin	përkul	përkulni	përkulur
përkulem	përkul	përkul	përkul	përkulemi	përkuleni	përkulen	përkulesha	përkuleshe	përkule	përkuleshim	përkuleshit	përkuleshin	përkula	përkule	përkuli	përkulëm	përkulët	përkulën	përkulkam	përkulke	përkulka	përkulkemi	përkulkeni	përkulkan	përkulkësha	përkulkëshe	-	përkulkëshim	përkulkëshit	përkulkëshin	përkul	përkulni	përkulur
përkund	përkund	përkund	përkund	përkundim	përkundni	përkundin	përkundja	përkundje	përkundte	përkundnim	përkundnit	përkundnin	përkunda	përkunde	përkundi	përkundëm	përkundët	përkundën	përkundkam	përkundke	përkundka	përkundkemi	përkundkeni	përkundkan	përkundkësha	përkundkëshe	përkundkësh	përkundkëshim	përkundkëshit	përkundkëshin	përkund	përkundni	përkundur
përkëdhel	përkëdhel	përkëdhel	përkëdhel	përkëdhelim	përkëdhelni	përkëdhelin	përkëdhelja	përkëdhelje	përkëdhelte	përkëdhelnim	përkëdhelnit	përkëdhelnin	përkëdhela	përkëdhele	përkëdheli	përkëdhelëm	përkëdhelët	përkëdhelën	përkëdhelkam	përkëdhelke	përkëdhelka	përkëdhelkemi	përkëdhelkeni	përkëdhelkan	përkëdhelkësha	përkëdhelkëshe	përkëdhelkësh	përkëdhelkëshim	përkëdhelkëshit	përkëdhelkëshin	përkëdhel	përkëdhelni	përkëdhelur
përmbys	përmbys	përmbys	përmbys	përmbysim	përmbysni	përmbysin	përmbysja	përmbysje	përmbyste	përmbysnim	përmbysnit	përmbysnin	përmbysa	përmbyse	përmbysi	përmbysëm	përmbysët	përmbysën	përmbyskam	përmbyske	përmbyska	përmbyskemi	përmbyskeni	përmbyskan	përmbyskësha	përmbyskëshe	përmbyskësh	përmbyskëshim	përmbyskëshit	përmbyskëshin	përmbys	përmbysni	përmbysur
përmutem	përmutem	përmutesh	përmutet	përmutemi	përmuteni	përmuten	përmutesha	përmuteshe	përmutej	përmuteshim	përmuteshit	përmuteshin	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	përmutu	përmutuni	përmutur
përpush	përpush	përpush	përpush	përpushim	përpushni	përpushin	përpushja	përpushje	përpushte	përpushnim	përpushnit	përpushnin	përpusha	përpushe	përpushi	përpushëm	përpushët	përpushën	përpushkam	përpushke	përpushka	përpushkemi	përpushkeni	përpushkan	përpushkësha	përpushkëshe	përpushkësh	përpushkëshim	përpushkëshit	përpushkëshin	përpush	përpushni	përpushur
përputh	përputh	përputh	përputh	përputhim	përputhni	përputhin	përputhja	përputhje	përputhte	përputhnim	përputhnit	përputhnin	përputha	përputhe	përputhi	përputhëm	përputhët	përputhën	përputhkam	përputhke	përputhka	përputhkemi	përputhkeni	përputhkan	përputhkësha	përputhkëshe	përputhkësh	përputhkëshim	përputhkëshit	përputhkëshin	përputh	përputhni	përputhur
përpëlit	përpëlit	përpëlit	përpëlit	përpëlitim	përpëlitni	përpëlitin	përpëlitja	përpëlitje	përpëlitte	përpëlitnim	përpëlitnit	përpëlitnin	përpëlita	përpëlite	përpëliti	përpëlitëm	përpëlitët	përpëlitën	përpëlitkam	përpëlitke	përpëlitka	përpëlitkemi	përpëlitkeni	përpëlitkan	përpëlitkësha	përpëlitkëshe	përpëlitkësh	përpëlitkëshim	përpëlitkëshit	përpëlitkëshin	përpëlit	përpëlitni	përpëlitur
përqesh	përqesh	përqesh	përqesh	përqeshim	përqeshni	përqeshin	përqeshja	përqeshje	përqeshte	përqeshnim	përqeshnit	përqeshnin	përqesha	përqeshe	përqeshi	përqeshëm	përqeshët	përqeshën	përqeshkam	përqeshke	përqeshka	përqeshkemi	përqeshkeni	përqeshkan	përqeshkësha	përqeshkëshe	përqeshkësh	përqeshkëshim	përqeshkëshit	përqeshkëshin	përqesh	përqeshni	përqeshur
përshëndet	përshëndet	përshëndet	përshëndet	përshëndetim	përshëndetni	përshëndetin	përshëndetja	përshëndetje	përshëndette	përshëndetnim	përshëndetnit	përshëndetnin	përshëndeta	përshëndete	përshëndeti	përshëndetëm	përshëndetët	përshëndetën	përshëndetkam	përshëndetke	përshëndetka	përshëndetkemi	përshëndetkeni	përshëndetkan	përshëndetkësha	përshëndetkëshe	përshëndetkësh	përshëndetkëshim	përshëndetkëshit	përshëndetkëshin	përshëndet	përshëndetni	përshëndetur
përsiat	përsiat	përsiat	përsiat	përsiatim	përsiatni	përsiatin	përsiatja	përsiatje	përsiatte	përsiatnim	përsiatnit	përsiatnin	përsiata	përsiate	përsiati	përsiatëm	përsiatët	përsiatën	përsiatkam	përsiatke	përsiatka	përsiatkemi	përsiatkeni	përsiatkan	përsiatkësha	përsiatkëshe	përsiatkësh	përsiatkëshim	përsiatkëshit	përsiatkëshin	përsiat	përsiatni	përsiatur
përsos	përsos	përsos	përsos	përsosim	përsosni	përsosin	përsosja	përsosje	përsoste	përsosnim	përsosnit	përsosnin	përsosa	përsose	përsosi	përsosëm	përsosët	përsosën	përsoskam	përsoske	përsoska	përsoskemi	përsoskeni	përsoskan	përsoskësha	përsoskëshe	përsoskësh	përsoskëshim	përsoskëshit	përsoskëshin	përsos	përsosni	përsosur
përul	përul	përul	përul	përulemi	përuleni	përulen	përulesha	përuleshe	përule	përuleshim	përuleshit	përuleshin	përula	përule	përuli	përulëm	përulët	përulën	përulkam	përulke	përulka	përulkemi	përulkeni	përulkan	përulkësha	përulkëshe	-	përulkëshim	përulkëshit	përulkëshin	përul	përulni	përulur
përulem	përul	përul	përul	përulemi	përuleni	përulen	përulesha	përuleshe	përule	përuleshim	përuleshit	përuleshin	përula	përule	përuli	përulëm	përulët	përulën	përulkam	përulke	përulka	përulkemi	përulkeni	përulkan	përulkësha	përulkëshe	-	përulkëshim	përulkëshit	përulkëshin	përul	përulni	përulur
përzhit	përzhit	përzhit	përzhit	përzhitim	përzhitni	përzhitin	përzhitja	përzhitje	përzhitte	përzhitnim	përzhitnit	përzhitnin	përzhita	përzhite	përzhiti	përzhitëm	përzhitët	përzhitën	përzhitkam	përzhitke	përzhitka	përzhitkemi	përzhitkeni	përzhitkan	përzhitkësha	përzhitkëshe	përzhitkësh	përzhitkëshim	përzhitkëshit	përzhitkëshin	përzhit	përzhitni	përzhitur
përçaj	përçaj	përçan	përçan	përçajmë	përçani	përçajnë	përçaja	përçaje	përçante	përçanim	përçanit	përçanin	përçava	përçave	përçau	përçamë	përçatë	përçanë	përçakam	përçake	përçaka	përçakemi	përçakeni	përçakan	përçakësha	përçakëshe	përçakësh	përçakëshim	përçakëshit	përçakëshin	përçaj	përçani	përçarë
përçap	përçap	përçap	përçap	përçapim	përçapni	përçapin	përçapja	përçapje	përçapte	përçapnim	përçapnit	përçapnin	përçapa	përçape	përçapi	përçapëm	përçapët	përçapën	përçapkam	përçapke	përçapka	përçapkemi	përçapkeni	përçapkan	përçapkësha	përçapkëshe	përçapkësh	përçapkëshim	përçapkëshit	përçapkëshin	përçap	përçapni	përçapur
pështiros	pështiros	pështiros	pështiros	pështirosim	pështirosni	pështirosin	pështirosja	pështirosje	pështiroste	pështirosnim	pështirosnit	pështirosnin	pështirosa	pështirose	pështirosi	pështirosëm	pështirosët	pështirosën	pështiroskam	pështiroske	pështiroska	pështiroskemi	pështiroskeni	pështiroskan	pështiroskësha	pështiroskëshe	pështiroskësh	pështiroskëshim	pështiroskëshit	pështiroskëshin	pështiros	pështirosni	pështirosur
pështjell	pështjell	pështjell	pështjell	pështjellim	pështillni	pështjellin	pështillja	pështillje	pështillte	pështillnim	pështillnit	pështillnin	pështolla	pështolle	pështolli	pështollëm	pështollët	pështollën	pështjellkam	pështjellke	pështjellka	pështjellkemi	pështjellkeni	pështjellkan	pështjellkësha	pështjellkëshe	pështjellkësh	pështjellkëshim	pështjellkëshit	pështjellkëshin	pështill	pështillni	pështjellur
qaj	qaj	qan	qan	qajmë	qani	qajnë	qaja	qaje	qante	qanim	qanit	qanin	qava	qave	qau	qamë	qatë	qanë	qakam	qake	qaka	qakemi	qakeni	qakan	qakësha	qakëshe	qakësh	qakëshim	qakëshit	qakëshin	qaj	qani	qarë
qas	qas	qas	qas	qasim	qasni	qasin	qasja	qasje	qaste	qasnim	qasnit	qasnin	qasa	qase	qasi	qasëm	qasët	qasën	qaskam	qaske	qaska	qaskemi	qaskeni	qaskan	qaskësha	qaskëshe	qaskësh	qaskëshim	qaskëshit	qaskëshin	qas	qasni	qasur
qelb	qelb	qelb	qelb	qelbim	qelbni	qelbin	qelbja	qelbje	qelbte	qelbnim	qelbnit	qelbnin	qelba	qelbe	qelbi	qelbëm	qelbët	qelbën	qelbkam	qelbke	qelbka	qelbkemi	qelbkeni	qelbkan	qelbkësha	qelbkëshe	qelbkësh	qelbkëshim	qelbkëshit	qelbkëshin	qelb	qelbni	qelbur
qeras	qeras	qeras	qeras	qerasim	qerasni	qerasin	qerasja	qerasje	qeraste	qerasnim	qerasnit	qerasnin	qerasa	qerase	qerasi	qerasëm	qerasët	qerasën	qeraskam	qeraske	qeraska	qeraskemi	qeraskeni	qeraskan	qeraskësha	qeraskëshe	qeraskësh	qeraskëshim	qeraskëshit	qeraskëshin	qeras	qerasni	qerasur
qesh	qesh	qesh	qesh	qeshim	qeshni	qeshin	qeshja	qeshje	qeshte	qeshnim	qeshnit	qeshnin	qesha	qeshe	qeshi	qeshëm	qeshët	qeshën	qeshkam	qeshke	qeshka	qeshkemi	qeshkeni	qeshkan	qeshkësha	qeshkëshe	qeshkësh	qeshkëshim	qeshkëshit	qeshkëshin	qesh	qeshni	qeshur
qeth	qeth	qeth	qeth	qethim	qethni	qethin	qethja	qethje	qethte	qethnim	qethnit	qethnin	qetha	qethe	qethi	qethëm	qethët	qethën	qethkam	qethke	qethka	qethkemi	qethkeni	qethkan	qethkësha	qethkëshe	qethkësh	qethkëshim	qethkëshit	qethkëshin	qeth	qethni	qethur
qetësohem	qetësohem	qetësohesh	qetësohet	qetësohemi	qetësoheni	qetësohen	qetësohesha	qetësoheshe	qetësohej	qetësoheshim	qetësoheshit	qetësoheshin	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	qetësohu	qetësohuni	qetësuar
qeveris	qeveris	qeveris	qeveris	qeverisim	qeverisni	qeverisin	qeverisja	qeverisje	qeveriste	qeverisnim	qeverisnit	qeverisnin	qeverisa	qeverise	qeverisi	qeverisëm	qeverisët	qeverisën	qeveriskam	qeveriske	qeveriska	qeveriskemi	qeveriskeni	qeveriskan	qeveriskësha	qeveriskëshe	qeveriskësh	qeveriskëshim	qeveriskëshit	qeveriskëshin	qeveris	qeverisni	qeverisur
qij	qij	qin	qin	qijmë	qini	qijnë	qija	qije	qinte	qinim	qinit	qinin	qiva	qive	qiu	qimë	qitë	qinë	qikam	qike	qika	qikemi	qikeni	qikan	qikësha	qikëshe	qikësh	qikëshim	qikëshit	qikëshin	qi	qini	qirë
qit	qit	qit	qit	qitim	qitni	qitin	qitja	qitje	qitte	qitnim	qitnit	qitnin	qita	qite	qiti	qitëm	qitët	qitën	qitkam	qitke	qitka	qitkemi	qitkeni	qitkan	qitkësha	qitkëshe	qitkësh	qitkëshim	qitkëshit	qitkëshin	qit	qitni	qitur
qok	qok	qok	qok	qokim	qokni	qokin	qokja	qokje	qokte	qoknim	qoknit	qoknin	qoka	qoke	qoki	qokëm	qokët	qokën	qokkam	qokke	qokka	qokkemi	qokkeni	qokkan	qokkësha	qokkëshe	qokkësh	qokkëshim	qokkëshit	qokkëshin	qok	qokni	qokur
qos	qos	qos	qos	qosim	qosni	qosin	qosja	qosje	qoste	qosnim	qosnit	qosnin	qosa	qose	qosi	qosëm	qosët	qosën	qoskam	qoske	qoska	qoskemi	qoskeni	qoskan	qoskësha	qoskëshe	qoskësh	qoskëshim	qoskëshit	qoskëshin	qos	qosni	qosur
quk	quk	quk	quk	qukim	qukni	qukin	qukja	qukje	qukte	quknim	quknit	quknin	quka	quke	quku	qukëm	qukët	qukën	qukkam	qukke	qukka	qukkemi	qukkeni	qukkan	qukkësha	qukkëshe	qukkësh	qukkëshim	qukkëshit	qukkëshin	quk	qukni	qukur
qull	qull	qull	qull	qullim	qullni	qullin	qullja	qullje	qullte	qullnim	qullnit	qullnin	qulla	qulle	qulli	qullëm	qullët	qullën	qullkam	qullke	qullka	qullkemi	qullkeni	qullkan	qullkësha	qullkëshe	qullkësh	qullkëshim	qullkëshit	qullkëshin	qull	qullni	qullur
